,index,day,dow,店舗ID,商品ID,商品価格,売上個数
15763,513266,276,Thu,7,2300001,3400,1
15764,513267,276,Thu,3,2300001,3400,1
15765,513268,276,Thu,14,2300001,3400,1
15766,513269,276,Thu,9,2300001,3400,2
15767,513270,276,Thu,9,2300002,6460,1
15768,513301,276,Thu,4,2400003,1070,1
15769,513302,276,Thu,10,2400004,1190,1
15770,513303,276,Thu,14,2400004,1190,1
15771,513304,276,Thu,6,2400004,1190,1
15772,513305,276,Thu,13,2400006,720,1
15773,513306,276,Thu,7,2400011,3400,1
15774,513307,276,Thu,3,2400011,3400,1
15775,513331,276,Thu,7,2500003,510,1
15776,513353,276,Thu,9,2600004,1700,1
15777,513354,276,Thu,13,2600005,1000,1
15778,513382,276,Thu,10,2700003,420,1
15779,513383,276,Thu,2,2700007,590,1
15780,513405,276,Thu,2,2800001,1190,1
15781,513406,276,Thu,11,2800001,1190,1
15782,513407,276,Thu,3,2800001,1190,1
15783,513408,276,Thu,14,2800001,1190,1
15784,513433,276,Thu,9,2900001,1440,1
15785,513434,276,Thu,3,2900003,1360,1
15786,513458,276,Thu,7,3000001,600,1
15787,513459,276,Thu,4,3000002,680,1
15788,513491,276,Thu,9,3200001,3890,2
15789,513520,276,Thu,3,3400002,1530,1
15790,513529,277,Fri,1,1000001,420,1
15791,513530,277,Fri,17,1000001,420,1
15792,513531,277,Fri,3,1000001,420,1
15793,513532,277,Fri,8,1000004,250,1
15794,513533,277,Fri,2,1000005,250,1
15795,513534,277,Fri,2,1000006,250,1
15796,513535,277,Fri,17,1000006,250,1
15797,513536,277,Fri,13,1000007,250,1
15798,513537,277,Fri,2,1000008,250,1
15799,513538,277,Fri,17,1000008,250,1
15800,513539,277,Fri,8,1000008,250,1
15801,513540,277,Fri,10,1000010,250,1
15802,513541,277,Fri,17,1000010,250,1
15803,513542,277,Fri,6,1000010,250,1
15804,514470,277,Fri,4,1200004,510,1
15805,514471,277,Fri,15,1200004,510,1
15806,514472,277,Fri,10,1200004,510,1
15807,514473,277,Fri,6,1200005,250,1
15808,514474,277,Fri,12,1200007,250,1
15809,514475,277,Fri,14,1200007,250,1
15810,514476,277,Fri,14,1200007,250,1
15811,514477,277,Fri,12,1200008,250,1
15812,514478,277,Fri,17,1200009,250,1
15813,514479,277,Fri,17,1200009,250,1
15814,514480,277,Fri,7,1200011,420,1
15815,514481,277,Fri,7,1200012,420,1
15816,514482,277,Fri,15,1200013,510,1
15817,514483,277,Fri,17,1200014,510,1
15818,514484,277,Fri,10,1200014,510,1
15819,514485,277,Fri,10,1200015,340,1
15820,514486,277,Fri,15,1200016,250,1
15821,514487,277,Fri,4,1200019,510,1
15822,514488,277,Fri,0,1200020,250,1
15823,514489,277,Fri,0,1200024,510,1
15824,514490,277,Fri,10,1200025,510,1
15825,514491,277,Fri,6,1200025,510,1
15826,514492,277,Fri,14,1200025,510,1
15827,514493,277,Fri,10,1200025,510,1
15828,514494,277,Fri,9,1200025,510,1
15829,514495,277,Fri,9,1200029,340,1
15830,514496,277,Fri,0,1200029,340,1
15831,514497,277,Fri,14,1200029,340,1
15832,514498,277,Fri,7,1200029,340,1
15833,514499,277,Fri,12,1200033,510,1
15834,514500,277,Fri,17,1200033,510,1
15835,514501,277,Fri,2,1200034,850,1
15836,514847,277,Fri,14,1300001,1000,1
15837,514848,277,Fri,11,1300001,1530,1
15838,514849,277,Fri,6,1300001,1120,1
15839,514850,277,Fri,9,1300001,760,1
15840,515077,277,Fri,0,1400004,930,1
15841,515441,277,Fri,13,1600001,560,1
15842,515442,277,Fri,9,1600001,560,1
15843,515443,277,Fri,10,1600001,560,1
15844,515444,277,Fri,8,1600002,510,1
15845,515445,277,Fri,9,1600002,510,2
15846,515446,277,Fri,9,1600002,510,1
15847,515447,277,Fri,9,1600003,510,1
15848,515448,277,Fri,13,1600003,510,1
15849,515449,277,Fri,14,1600003,510,1
15850,515450,277,Fri,7,1600003,510,1
15851,515451,277,Fri,9,1600003,510,1
15852,515452,277,Fri,9,1600003,510,1
15853,515453,277,Fri,10,1600003,510,2
15854,515500,277,Fri,0,1700001,1700,1
15855,515501,277,Fri,8,1700001,1700,1
15856,515502,277,Fri,10,1700004,1100,1
15857,515503,277,Fri,2,1700005,1700,1
15858,515504,277,Fri,0,1700005,1700,1
15859,515505,277,Fri,0,1700015,940,1
15860,515506,277,Fri,14,1700018,2110,1
15861,515543,277,Fri,9,1800001,2720,3
15862,515544,277,Fri,9,1800002,1360,3
15863,515545,277,Fri,9,1800003,2380,6
15864,515681,277,Fri,13,2100001,930,1
15865,515682,277,Fri,0,2100001,930,1
15866,515683,277,Fri,12,2100001,930,1
15867,515684,277,Fri,2,2100001,930,1
15868,515685,277,Fri,3,2100003,1020,1
15869,515686,277,Fri,13,2100003,620,1
15870,515687,277,Fri,10,2100005,1270,1
15871,515779,277,Fri,6,2300001,3400,2
15872,515780,277,Fri,0,2300001,3400,1
15873,515781,277,Fri,9,2300001,3400,4
15874,515782,277,Fri,9,2300002,6460,1
15875,515819,277,Fri,4,2400002,2550,1
15876,515820,277,Fri,16,2400002,2550,1
15877,515821,277,Fri,2,2400003,1070,1
15878,515822,277,Fri,3,2400004,1190,1
15879,515823,277,Fri,7,2400006,1090,1
15880,515824,277,Fri,6,2400006,1090,1
15881,515825,277,Fri,0,2400011,3400,1
15882,515865,277,Fri,13,2500005,510,2
15883,515866,277,Fri,12,2500005,510,1
15884,515867,277,Fri,6,2500005,510,1
15885,515868,277,Fri,3,2500005,510,1
15886,515904,277,Fri,9,2600004,1700,2
15887,515905,277,Fri,15,2600005,1000,1
15888,515954,277,Fri,6,2700005,420,1
15889,515955,277,Fri,3,2700005,420,1
15890,515971,277,Fri,16,2800001,1190,1
15891,515995,277,Fri,0,2900002,1360,1
15892,515996,277,Fri,14,2900002,1360,1
15893,515997,277,Fri,8,2900003,1360,1
15894,516029,277,Fri,4,3000002,680,1
15895,516082,277,Fri,0,3200001,3890,1
15896,516083,277,Fri,0,3200001,3890,1
15897,516105,277,Fri,3,3300001,1780,1
15898,516111,277,Fri,17,3400001,850,1
15899,516112,277,Fri,7,3400002,1530,1
15900,516113,277,Fri,4,3400003,1190,1
15901,516122,277,Fri,13,3500001,420,1
15902,516126,278,Sat,14,1000001,420,1
15903,516127,278,Sat,8,1000002,250,1
15904,516128,278,Sat,17,1000005,250,1
15905,516129,278,Sat,4,1000005,250,1
15906,516130,278,Sat,13,1000006,250,1
15907,516131,278,Sat,13,1000008,250,1
15908,516132,278,Sat,1,1000010,250,1
15909,516133,278,Sat,5,1000010,250,1
15910,516940,278,Sat,13,1200007,250,1
15911,516941,278,Sat,10,1200011,420,1
15912,516942,278,Sat,13,1200013,510,1
15913,516943,278,Sat,3,1200013,510,1
15914,516944,278,Sat,11,1200014,510,1
15915,516945,278,Sat,7,1200021,510,1
15916,516946,278,Sat,0,1200023,510,1
15917,516947,278,Sat,10,1200025,510,1
15918,516948,278,Sat,7,1200030,510,1
15919,516949,278,Sat,12,1200031,340,1
15920,516950,278,Sat,1,1200031,340,1
15921,517210,278,Sat,9,1300001,760,2
15922,517439,278,Sat,11,1400003,510,1
15923,517750,278,Sat,10,1600001,560,1
15924,517751,278,Sat,13,1600001,560,1
15925,517752,278,Sat,4,1600002,510,1
15926,517753,278,Sat,0,1600002,510,1
15927,517754,278,Sat,9,1600002,510,1
15928,517755,278,Sat,10,1600003,510,1
15929,517756,278,Sat,13,1600003,510,1
15930,517757,278,Sat,1,1600003,510,1
15931,517758,278,Sat,7,1600003,510,1
15932,517759,278,Sat,3,1600003,510,1
15933,517760,278,Sat,9,1600003,510,14
15934,517761,278,Sat,9,1600003,510,1
15935,517762,278,Sat,16,1600003,510,1
15936,517763,278,Sat,10,1600003,510,1
15937,517817,278,Sat,9,1700003,2040,1
15938,517818,278,Sat,6,1700005,1700,1
15939,517819,278,Sat,16,1700007,1100,1
15940,517820,278,Sat,10,1700010,1700,1
15941,517859,278,Sat,9,1800001,2720,2
15942,517860,278,Sat,9,1800002,1360,1
15943,517985,278,Sat,13,2100002,930,1
15944,517986,278,Sat,3,2100002,930,1
15945,517987,278,Sat,12,2100003,1020,1
15946,517988,278,Sat,9,2100005,1270,5
15947,517989,278,Sat,14,2100006,1950,1
15948,518070,278,Sat,17,2300001,3400,1
15949,518071,278,Sat,0,2300001,3400,1
15950,518108,278,Sat,4,2400006,1090,1
15951,518109,278,Sat,17,2400006,1090,1
15952,518110,278,Sat,0,2400008,2210,1
15953,518111,278,Sat,3,2400011,3400,1
15954,518134,278,Sat,6,2500005,510,1
15955,518135,278,Sat,6,2500006,420,1
15956,518148,278,Sat,0,2600003,2550,1
15957,518149,278,Sat,9,2600004,1700,2
15958,518175,278,Sat,17,2700009,420,1
15959,518195,278,Sat,12,2800001,1190,1
15960,518256,278,Sat,6,3100001,1020,1
15961,518257,278,Sat,9,3100001,1020,1
15962,518282,278,Sat,9,3200001,3890,1
15963,518302,278,Sat,7,3300001,1780,1
15964,518307,278,Sat,6,3400002,1530,1
15965,518317,279,Sun,17,1000005,250,1
15966,518318,279,Sun,17,1000006,250,1
15967,518319,279,Sun,17,1000008,250,1
15968,518320,279,Sun,8,1000009,250,1
15969,518775,279,Sun,9,1200003,510,1
15970,518776,279,Sun,7,1200003,510,1
15971,518777,279,Sun,13,1200004,510,1
15972,518778,279,Sun,3,1200006,340,1
15973,518779,279,Sun,7,1200009,250,1
15974,518780,279,Sun,7,1200013,510,1
15975,518781,279,Sun,17,1200016,250,1
15976,518782,279,Sun,2,1200018,340,1
15977,518783,279,Sun,11,1200024,510,1
15978,518784,279,Sun,5,1200034,850,1
15979,518785,279,Sun,10,1200034,850,1
15980,519213,279,Sun,17,1600001,560,1
15981,519214,279,Sun,3,1600002,510,1
15982,519215,279,Sun,4,1600003,510,1
15983,519312,279,Sun,10,2100001,930,1
15984,519313,279,Sun,8,2100005,1270,1
15985,519353,279,Sun,1,2400004,1190,1
15986,519366,279,Sun,3,2500003,510,1
15987,519367,279,Sun,3,2500004,510,1
15988,519368,279,Sun,0,2500005,510,1
15989,519383,279,Sun,12,2600004,1700,1
15990,519394,279,Sun,3,2700007,590,1
15991,519395,279,Sun,9,2700007,590,1
15992,519396,279,Sun,9,2700008,590,1
15993,519397,279,Sun,2,2700008,590,1
15994,519458,279,Sun,6,3300001,1780,1
15995,519473,280,Mon,3,1000001,420,1
15996,519474,280,Mon,13,1000004,250,1
15997,519945,280,Mon,3,1200004,510,1
15998,519946,280,Mon,13,1200005,250,1
15999,519947,280,Mon,15,1200006,340,1
16000,519948,280,Mon,15,1200007,130,1
16001,519949,280,Mon,4,1200007,250,1
16002,519950,280,Mon,10,1200009,250,1
16003,519951,280,Mon,16,1200018,340,1
16004,519952,280,Mon,16,1200019,510,1
16005,519953,280,Mon,17,1200022,510,1
16006,519954,280,Mon,6,1200023,510,1
16007,519955,280,Mon,5,1200029,340,1
16008,520245,280,Mon,7,1400001,850,1
16009,520401,280,Mon,5,1600001,560,1
16010,520402,280,Mon,8,1600002,510,1
16011,520403,280,Mon,4,1600002,510,1
16012,520404,280,Mon,0,1600003,510,1
16013,520405,280,Mon,8,1600003,510,1
16014,520424,280,Mon,2,1700012,940,1
16015,520425,280,Mon,17,1700018,2110,1
16016,520442,280,Mon,10,1800002,1360,1
16017,520507,280,Mon,13,2100003,1020,1
16018,520528,280,Mon,1,2300001,3400,1
16019,520547,280,Mon,3,2400001,2550,1
16020,520548,280,Mon,6,2400002,2550,1
16021,520549,280,Mon,13,2400003,1070,1
16022,520550,280,Mon,13,2400006,1090,1
16023,520551,280,Mon,10,2400006,1090,1
16024,520552,280,Mon,7,2400008,2210,1
16025,520553,280,Mon,1,2400010,2040,1
16026,520591,280,Mon,13,2600002,3060,1
16027,520592,280,Mon,10,2600005,1000,1
16028,520593,280,Mon,13,2600005,1000,1
16029,520608,280,Mon,13,2700001,420,1
16030,520609,280,Mon,0,2700002,420,1
16031,520610,280,Mon,4,2700006,510,1
16032,520611,280,Mon,10,2700007,590,1
16033,520612,280,Mon,6,2700008,590,1
16034,520626,280,Mon,3,2800001,1190,1
16035,520685,281,Tue,11,1000002,250,1
16036,520686,281,Tue,6,1000003,250,1
16037,520687,281,Tue,14,1000004,250,1
16038,520688,281,Tue,10,1000005,250,1
16039,520689,281,Tue,12,1000010,250,1
16040,520690,281,Tue,4,1000010,250,1
16041,521148,281,Tue,14,1200005,250,1
16042,521149,281,Tue,11,1200006,340,1
16043,521150,281,Tue,16,1200015,340,1
16044,521151,281,Tue,14,1200016,250,1
16045,521152,281,Tue,10,1200016,250,1
16046,521153,281,Tue,11,1200019,510,1
16047,521154,281,Tue,9,1200024,510,1
16048,521155,281,Tue,6,1200024,510,1
16049,521156,281,Tue,13,1200025,510,1
16050,521157,281,Tue,13,1200027,340,1
16051,521158,281,Tue,7,1200029,340,1
16052,521159,281,Tue,16,1200032,680,1
16053,521160,281,Tue,13,1200033,510,1
16054,521725,281,Tue,13,1600001,560,1
16055,521726,281,Tue,16,1600001,560,1
16056,521727,281,Tue,7,1600002,510,1
16057,521728,281,Tue,14,1600002,510,1
16058,521746,281,Tue,3,1700002,290,1
16059,521747,281,Tue,13,1700005,1700,1
16060,521748,281,Tue,7,1700009,1440,1
16061,521749,281,Tue,7,1700017,1280,1
16062,521854,281,Tue,6,2300001,3400,1
16063,521855,281,Tue,8,2300002,6460,1
16064,521876,281,Tue,11,2400002,2550,1
16065,521877,281,Tue,8,2400003,1070,1
16066,521878,281,Tue,7,2400009,1270,1
16067,521917,281,Tue,13,2600003,1670,1
16068,521918,281,Tue,4,2600004,1700,1
16069,521937,281,Tue,2,2700004,420,1
16070,521938,281,Tue,6,2700005,420,1
16071,521951,281,Tue,17,2800001,1190,1
16072,521973,281,Tue,4,3000002,680,1
16073,521974,281,Tue,7,3000002,680,1
16074,522033,281,Tue,13,3400001,850,1
16075,522036,281,Tue,6,3500001,420,1
16076,522037,281,Tue,2,3500001,420,1
16077,522040,282,Web,4,1000001,420,1
16078,522041,282,Web,11,1000010,250,1
16079,522512,282,Web,11,1200003,510,1
16080,522513,282,Web,10,1200005,250,1
16081,522514,282,Web,6,1200007,250,1
16082,522515,282,Web,6,1200008,250,1
16083,522516,282,Web,12,1200008,250,1
16084,522517,282,Web,6,1200009,250,1
16085,522518,282,Web,13,1200009,250,1
16086,522519,282,Web,14,1200017,340,1
16087,522520,282,Web,3,1200019,510,1
16088,522521,282,Web,15,1200020,250,1
16089,522522,282,Web,10,1200023,410,1
16090,522523,282,Web,15,1200027,340,1
16091,522524,282,Web,13,1200032,680,1
16092,522525,282,Web,14,1200034,850,1
16093,522526,282,Web,4,1200034,850,1
16094,522527,282,Web,1,1200035,850,1
16095,523067,282,Web,4,1600003,510,1
16096,523068,282,Web,0,1600003,510,1
16097,523069,282,Web,4,1600003,510,2
16098,523094,282,Web,13,1700004,1700,1
16099,523095,282,Web,1,1700005,1700,1
16100,523096,282,Web,4,1700005,1700,1
16101,523097,282,Web,13,1700010,1700,1
16102,523098,282,Web,4,1700013,1360,1
16103,523099,282,Web,4,1700015,940,1
16104,523100,282,Web,13,1700016,1440,1
16105,523135,282,Web,13,1900001,2870,1
16106,523177,282,Web,4,2000001,930,1
16107,523203,282,Web,13,2100001,930,1
16108,523204,282,Web,0,2100005,1270,1
16109,523205,282,Web,7,2100005,1270,1
16110,523226,282,Web,13,2200001,1700,1
16111,523227,282,Web,8,2200001,1700,1
16112,523228,282,Web,10,2200001,1700,1
16113,523246,282,Web,3,2300001,3400,1
16114,523247,282,Web,10,2300001,2720,1
16115,523278,282,Web,5,2400003,1070,1
16116,523308,282,Web,10,2600004,1700,1
16117,523309,282,Web,13,2600004,1700,1
16118,523342,282,Web,5,2800001,1190,1
16119,523343,282,Web,17,2800001,1190,1
16120,523357,282,Web,4,2900002,1360,1
16121,523412,282,Web,12,3300001,1780,1
16122,523422,282,Web,17,3400001,850,1
16123,523423,282,Web,7,3400002,1530,1
16124,523424,282,Web,10,3400002,1530,1
16125,523437,283,Thu,12,1000001,340,1
16126,523438,283,Thu,0,1000002,250,1
16127,523439,283,Thu,8,1000002,250,1
16128,524070,283,Thu,16,1200001,510,1
16129,524071,283,Thu,13,1200003,510,1
16130,524072,283,Thu,13,1200007,250,1
16131,524073,283,Thu,14,1200007,250,1
16132,524074,283,Thu,17,1200007,250,1
16133,524075,283,Thu,17,1200008,250,1
16134,524076,283,Thu,7,1200011,420,1
16135,524077,283,Thu,1,1200012,420,1
16136,524078,283,Thu,7,1200012,420,1
16137,524079,283,Thu,10,1200013,510,1
16138,524080,283,Thu,5,1200016,250,1
16139,524081,283,Thu,15,1200016,250,1
16140,524082,283,Thu,8,1200016,250,1
16141,524083,283,Thu,0,1200021,510,1
16142,524084,283,Thu,8,1200021,510,1
16143,524085,283,Thu,4,1200024,510,1
16144,524086,283,Thu,8,1200025,510,1
16145,524087,283,Thu,2,1200027,340,1
16146,524088,283,Thu,8,1200027,340,1
16147,524089,283,Thu,15,1200029,340,1
16148,524090,283,Thu,0,1200031,340,1
16149,524091,283,Thu,14,1200031,340,1
16150,524092,283,Thu,8,1200031,340,1
16151,524793,283,Thu,6,1600002,510,1
16152,524794,283,Thu,7,1600003,510,1
16153,524795,283,Thu,4,1600003,510,1
16154,524796,283,Thu,10,1600003,510,1
16155,524831,283,Thu,1,1700002,290,1
16156,524832,283,Thu,9,1700003,2040,1
16157,524833,283,Thu,13,1700003,2040,1
16158,524834,283,Thu,10,1700005,1700,1
16159,524835,283,Thu,10,1700010,1700,1
16160,524836,283,Thu,7,1700012,940,1
16161,524837,283,Thu,13,1700013,1360,1
16162,524871,283,Thu,10,1900001,2870,1
16163,524945,283,Thu,8,2100001,930,1
16164,524946,283,Thu,4,2100005,1270,1
16165,524959,283,Thu,13,2200001,1700,1
16166,524991,283,Thu,6,2300001,3400,1
16167,524992,283,Thu,13,2300001,3400,1
16168,524993,283,Thu,0,2300001,3400,1
16169,524994,283,Thu,7,2300001,3400,1
16170,524995,283,Thu,7,2300001,3400,1
16171,525047,283,Thu,7,2400003,1070,1
16172,525048,283,Thu,8,2400003,1070,1
16173,525049,283,Thu,12,2400005,2110,1
16174,525050,283,Thu,3,2400005,2110,1
16175,525051,283,Thu,10,2400006,1090,1
16176,525064,283,Thu,13,2500004,510,1
16177,525065,283,Thu,15,2500005,280,1
16178,525066,283,Thu,7,2500005,510,2
16179,525090,283,Thu,3,2600004,1700,1
16180,525091,283,Thu,13,2600005,1000,1
16181,525119,283,Thu,0,2700008,590,1
16182,525178,283,Thu,2,3200001,3890,1
16183,525204,283,Thu,17,3400001,850,1
16184,525218,284,Fri,6,1000001,420,1
16185,525219,284,Fri,9,1000003,250,1
16186,525220,284,Fri,8,1000005,250,1
16187,525221,284,Fri,4,1000008,250,1
16188,525222,284,Fri,5,1000010,250,1
16189,526204,284,Fri,6,1200004,510,1
16190,526205,284,Fri,13,1200007,250,1
16191,526206,284,Fri,14,1200007,250,1
16192,526207,284,Fri,13,1200008,250,1
16193,526208,284,Fri,6,1200008,250,1
16194,526209,284,Fri,14,1200008,250,1
16195,526210,284,Fri,13,1200009,250,1
16196,526211,284,Fri,14,1200009,250,1
16197,526212,284,Fri,5,1200011,420,1
16198,526213,284,Fri,17,1200011,420,1
16199,526214,284,Fri,5,1200012,420,1
16200,526215,284,Fri,17,1200012,420,1
16201,526216,284,Fri,5,1200013,510,1
16202,526217,284,Fri,13,1200017,340,1
16203,526218,284,Fri,6,1200025,510,1
16204,526219,284,Fri,3,1200025,510,1
16205,526220,284,Fri,4,1200029,340,1
16206,526221,284,Fri,14,1200032,680,1
16207,526222,284,Fri,0,1200033,510,1
16208,526223,284,Fri,0,1200034,850,1
16209,526224,284,Fri,1,1200034,850,1
16210,526547,284,Fri,0,1300001,1530,1
16211,526548,284,Fri,14,1300002,3400,1
16212,527146,284,Fri,5,1600001,560,1
16213,527147,284,Fri,10,1600001,560,1
16214,527148,284,Fri,9,1600002,510,2
16215,527149,284,Fri,1,1600002,510,1
16216,527150,284,Fri,13,1600003,510,1
16217,527151,284,Fri,11,1600003,510,1
16218,527152,284,Fri,15,1600003,310,1
16219,527153,284,Fri,0,1600003,510,1
16220,527154,284,Fri,13,1600003,310,1
16221,527155,284,Fri,14,1600003,510,1
16222,527156,284,Fri,6,1600003,510,1
16223,527193,284,Fri,8,1700002,290,1
16224,527194,284,Fri,0,1700010,1700,1
16225,527195,284,Fri,14,1700010,1700,1
16226,527196,284,Fri,4,1700011,1440,1
16227,527197,284,Fri,13,1700015,940,1
16228,527198,284,Fri,7,1700016,1440,1
16229,527199,284,Fri,17,1700018,2110,1
16230,527267,284,Fri,0,1900001,2870,1
16231,527268,284,Fri,7,1900001,2870,1
16232,527353,284,Fri,13,2100001,930,1
16233,527354,284,Fri,9,2100002,930,1
16234,527355,284,Fri,11,2100005,1270,1
16235,527356,284,Fri,12,2100006,1950,1
16236,527386,284,Fri,6,2200001,1700,1
16237,527387,284,Fri,10,2200001,1700,1
16238,527388,284,Fri,13,2200001,1700,1
16239,527389,284,Fri,15,2200001,1700,2
16240,527439,284,Fri,17,2300001,3400,1
16241,527440,284,Fri,0,2300001,3400,2
16242,527441,284,Fri,5,2300001,3400,1
16243,527495,284,Fri,9,2400001,2550,1
16244,527496,284,Fri,7,2400001,2550,1
16245,527497,284,Fri,10,2400001,2550,1
16246,527498,284,Fri,4,2400002,2550,1
16247,527499,284,Fri,16,2400002,2550,1
16248,527500,284,Fri,0,2400003,1070,1
16249,527501,284,Fri,17,2400003,1070,1
16250,527502,284,Fri,13,2400004,1190,1
16251,527503,284,Fri,3,2400004,1190,1
16252,527504,284,Fri,3,2400005,2110,1
16253,527505,284,Fri,6,2400008,2210,1
16254,527506,284,Fri,9,2400011,3400,1
16255,527533,284,Fri,6,2500002,420,1
16256,527534,284,Fri,13,2500003,510,1
16257,527535,284,Fri,7,2500004,510,1
16258,527536,284,Fri,7,2500005,510,1
16259,527567,284,Fri,6,2600001,2210,1
16260,527568,284,Fri,12,2600002,3060,1
16261,527569,284,Fri,13,2600004,1700,1
16262,527570,284,Fri,7,2600004,1700,1
16263,527571,284,Fri,7,2600005,1000,1
16264,527572,284,Fri,13,2600006,2550,1
16265,527620,284,Fri,7,2700004,420,1
16266,527646,284,Fri,2,2800001,1190,1
16267,527662,284,Fri,5,2900001,1440,1
16268,527686,284,Fri,4,3000001,600,2
16269,527725,284,Fri,4,3200001,3890,1
16270,527755,284,Fri,0,3300001,1780,1
16271,527771,284,Fri,12,3400001,850,1
16272,527772,284,Fri,14,3400001,850,1
16273,527773,284,Fri,0,3400001,850,1
16274,527774,284,Fri,2,3400003,1190,1
16275,527782,285,Sat,9,1000001,420,1
16276,527783,285,Sat,3,1000001,420,1
16277,527784,285,Sat,5,1000008,250,1
16278,527785,285,Sat,13,1000008,250,1
16279,527786,285,Sat,5,1000010,250,1
16280,527787,285,Sat,15,1000010,250,1
16281,528650,285,Sat,14,1200003,510,1
16282,528651,285,Sat,13,1200004,510,2
16283,528652,285,Sat,1,1200004,510,1
16284,528653,285,Sat,10,1200004,510,1
16285,528654,285,Sat,0,1200005,250,1
16286,528655,285,Sat,13,1200007,250,1
16287,528656,285,Sat,8,1200007,250,1
16288,528657,285,Sat,8,1200009,250,1
16289,528658,285,Sat,6,1200010,250,1
16290,528659,285,Sat,2,1200010,250,1
16291,528660,285,Sat,11,1200012,420,1
16292,528661,285,Sat,10,1200012,420,1
16293,528662,285,Sat,14,1200013,510,1
16294,528663,285,Sat,15,1200013,510,1
16295,528664,285,Sat,17,1200015,340,1
16296,528665,285,Sat,9,1200016,250,1
16297,528666,285,Sat,17,1200018,340,1
16298,528667,285,Sat,0,1200020,250,1
16299,528668,285,Sat,7,1200021,510,1
16300,528669,285,Sat,15,1200021,510,1
16301,528670,285,Sat,17,1200022,510,1
16302,528671,285,Sat,13,1200023,510,1
16303,528672,285,Sat,10,1200023,510,1
16304,528673,285,Sat,5,1200024,510,1
16305,528674,285,Sat,10,1200025,510,1
16306,528675,285,Sat,17,1200027,340,1
16307,528676,285,Sat,7,1200028,420,1
16308,528677,285,Sat,10,1200030,510,1
16309,528678,285,Sat,17,1200032,680,1
16310,528679,285,Sat,5,1200033,510,1
16311,528986,285,Sat,5,1300001,1530,1
16312,529462,285,Sat,8,1600001,560,1
16313,529463,285,Sat,0,1600003,510,1
16314,529464,285,Sat,12,1600003,510,1
16315,529465,285,Sat,7,1600003,510,1
16316,529466,285,Sat,7,1600003,510,1
16317,529467,285,Sat,10,1600003,510,1
16318,529498,285,Sat,14,1700001,1700,1
16319,529499,285,Sat,14,1700010,1700,1
16320,529500,285,Sat,4,1700010,1700,1
16321,529501,285,Sat,13,1700012,940,2
16322,529502,285,Sat,7,1700015,940,1
16323,529503,285,Sat,0,1700018,2110,1
16324,529541,285,Sat,17,1900001,2870,1
16325,529627,285,Sat,0,2100002,930,1
16326,529628,285,Sat,0,2100002,930,1
16327,529645,285,Sat,5,2200001,1700,2
16328,529646,285,Sat,6,2200001,1700,1
16329,529647,285,Sat,13,2200001,1700,1
16330,529648,285,Sat,0,2200001,1700,1
16331,529649,285,Sat,7,2200001,1700,1
16332,529650,285,Sat,5,2200001,1700,1
16333,529651,285,Sat,1,2200001,1700,1
16334,529652,285,Sat,15,2200001,1700,1
16335,529653,285,Sat,9,2200001,1700,1
16336,529691,285,Sat,9,2300002,6460,1
16337,529714,285,Sat,10,2400002,2550,1
16338,529715,285,Sat,10,2400003,1070,1
16339,529716,285,Sat,7,2400004,1190,1
16340,529717,285,Sat,10,2400006,1090,1
16341,529718,285,Sat,10,2400008,2210,1
16342,529719,285,Sat,4,2400010,2040,1
16343,529738,285,Sat,2,2500006,420,1
16344,529763,285,Sat,0,2600002,3060,1
16345,529764,285,Sat,2,2600003,2550,1
16346,529790,285,Sat,6,2700004,420,1
16347,529791,285,Sat,0,2700005,420,1
16348,529792,285,Sat,6,2700009,420,1
16349,529831,285,Sat,9,2900001,1440,1
16350,529832,285,Sat,5,2900001,1440,1
16351,529833,285,Sat,9,2900001,1440,1
16352,529834,285,Sat,0,2900003,1360,1
16353,529856,285,Sat,7,3000001,600,1
16354,529857,285,Sat,4,3000001,600,1
16355,529878,285,Sat,3,3200001,3890,1
16356,529896,285,Sat,7,3300001,1780,1
16357,529910,285,Sat,6,3400003,1190,1
16358,529918,286,Sun,5,1000006,250,1
16359,529919,286,Sun,10,1000006,250,1
16360,529920,286,Sun,5,1000007,250,1
16361,529921,286,Sun,10,1000008,250,1
16362,529922,286,Sun,0,1000009,250,1
16363,530357,286,Sun,10,1200001,510,1
16364,530358,286,Sun,9,1200006,340,1
16365,530359,286,Sun,15,1200008,250,1
16366,530360,286,Sun,17,1200009,250,1
16367,530361,286,Sun,6,1200011,420,1
16368,530362,286,Sun,6,1200012,420,1
16369,530363,286,Sun,4,1200013,510,1
16370,530364,286,Sun,6,1200017,340,1
16371,530365,286,Sun,9,1200017,340,1
16372,530366,286,Sun,10,1200020,250,1
16373,530367,286,Sun,8,1200020,250,1
16374,530368,286,Sun,6,1200023,510,1
16375,530369,286,Sun,6,1200028,420,1
16376,530370,286,Sun,13,1200030,510,1
16377,530371,286,Sun,17,1200033,510,1
16378,530372,286,Sun,9,1200034,850,1
16379,530837,286,Sun,1,1600002,510,1
16380,530838,286,Sun,3,1600003,510,1
16381,530862,286,Sun,4,1700004,1700,1
16382,530951,286,Sun,15,2100004,1060,1
16383,530952,286,Sun,8,2100005,1270,1
16384,530953,286,Sun,10,2100005,1270,1
16385,530963,286,Sun,9,2200001,1700,1
16386,530974,286,Sun,7,2300001,3400,1
16387,531008,286,Sun,16,2400002,2550,1
16388,531009,286,Sun,0,2400007,1020,1
